id,source,name,card_type,element,set,set_label,collector,culture,initiative,life,speed,experience,damage,hands,salary,grid_raw,flavor,illustrator,background,parse_confidence,traits,abilities,grid,tags,needs_review,raw_source_text
s2-018,spreadsheet-2007,Greatsword,weapon,unknown,2,,018,Briton,5,,,,2,2,,-2 +2 ▲,"The English greatsword was heavy and difficult to maneuver, though with the distinct advantage of crushing anything it hit. When pitted against the scimitars of the Saracens in the Crusades it was found to be slow and easily evaded by the more lightly clad knights of the desert.",Greg Staples,,clean,"[""Sword""]","[{""name"": ""Ridon dem Dune"", ""type"": ""static"", ""text"": ""This weapon deals +1 damage while you have a face up cavalry card.""}]","{""1A"": null, ""1B"": null, ""1C"": null, ""2A"": null, ""2B"": ""-2"", ""2C"": ""+2"", ""3A"": null, ""3B"": ""marker"", ""3C"": null, ""4A"": null, ""4B"": null, ""4C"": null}","{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": true, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": true, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],Ridon dem Dune: This weapon deals +1 damage while you have a face up cavalry card.
s2-019-1,spreadsheet-2007,Full Mail Hauberk,armor,unknown,2,,019,Briton,2,,,,,0,,,"Developed to withstand blows from a charging knight, full mail was cumbersome and unweildy, but effective.",Greg Staples,,partial,"[""Head""]","[{""name"": ""Mast Laestan"", ""type"": ""static"", ""text"": ""You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": true, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}","[""possible_duplicate""]","Mast Laestan: You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage."
s2-019-2,spreadsheet-2007,Full Mail Hauberk,armor,unknown,2,,019,Briton,2,,,,,0,,,"Developed to withstand blows from a charging knight, full mail was cumbersome and unweildy, but effective.",Greg Staples,,partial,"[""Torso""]","[{""name"": ""Mast Laestan"", ""type"": ""static"", ""text"": ""You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": true, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}","[""possible_duplicate""]","Mast Laestan: You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage."
s2-019-3,spreadsheet-2007,Full Mail Hauberk,armor,unknown,2,,019,Briton,2,,,,,0,,,"Developed to withstand blows from a charging knight, full mail was cumbersome and unweildy, but effective.",Greg Staples,,partial,"[""Legs""]","[{""name"": ""Mast Laestan"", ""type"": ""static"", ""text"": ""You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": true, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}","[""possible_duplicate""]","Mast Laestan: You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage."
s2-019-4,spreadsheet-2007,Full Mail Hauberk,armor,unknown,2,,019,Briton,2,,,,,0,,,"Developed to withstand blows from a charging knight, full mail was cumbersome and unweildy, but effective.",Greg Staples,,partial,"[""Arms""]","[{""name"": ""Mast Laestan"", ""type"": ""static"", ""text"": ""You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": true, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}","[""possible_duplicate""]","Mast Laestan: You suffer 1 less damage from all attacks (except ranged attacks), to a minimum of 1 damage."
s2-020,spreadsheet-2007,Chivalry,special,unknown,2,,020,Briton,8,,,,,0,,,"Thou shalt respect all weaknesses, and shalt constitute thyself the defender of them.",Greg Staples,,clean,"[""Ideal""]","[{""name"": ""A Cnihte Honur"", ""type"": ""static"", ""text"": ""Each round, if you win initiative, you may choose to go second. If you do, your attack and defense rolls this round gain +1.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": true, ""defense_penalty"": false, ""attack_bonus"": true, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": true, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"A Cnihte Honur: Each round, if you win initiative, you may choose to go second. If you do, your attack and defense rolls this round gain +1."
s2-021,spreadsheet-2007,Robin Hood,warrior,Wind,2,,021,Briton,,7,3,4,1,0,15,-1 +1 -1 ▲,"Becoming the basis of many legends, the earliest Robin Hood was a yeoman, not a wronged nobleman, who haunted Barnsdale Forest.",Jeremy Jarvis,N/A Promo Warrior,clean,"[""Male""]","[{""name"": ""Treowe Ame"", ""type"": ""static"", ""text"": ""You gain +3 experience and your attack rolls gain +1 if you have a ranged weapon.""}]","{""1A"": null, ""1B"": null, ""1C"": null, ""2A"": ""-1"", ""2B"": ""+1"", ""2C"": ""-1"", ""3A"": null, ""3B"": ""marker"", ""3C"": null, ""4A"": null, ""4B"": null, ""4C"": null}","{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": true, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": true, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],Treowe Ame: You gain +3 experience and your attack rolls gain +1 if you have a ranged weapon.
s2-022,spreadsheet-2007,Maid Marion,inspiration,Water,2,,022,Briton,8,,,,,0,,,"A bonny fine maid of noble degree,
Maid Marion callled by name,
Did live in the North, of excellent worth,
For she was a gallant dame.""
-Traditional Folk Song",Jeremy Jarvis,,clean,"[""Female""]","[{""name"": ""Kidnapen"", ""type"": ""reveal"", ""text"": ""Place this card in any space in the arena.""}, {""name"": ""Rescue"", ""type"": ""action"", ""text"": ""Move to this card's space.""}]",null,"{""reveal"": true, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": true, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Kidnapen - Reveal: Place this card in any space in the arena. 
Rescue - Action: Move to this card's space. "
s2-023,spreadsheet-2007,Long Bow,weapon,unknown,2,,023,Briton,8,,,,1,2,,+3 +3 +2 ▲,"During the Middle Ages, the national weapon of the English army was the longbow. It was this weapon which conquered Wales and Scotland, gave the English their victories in the Hundred Years War and permitted England to replace France as the foremost military power in Europe.",Jeremy Jarvis,,partial,"[""Ranged""]","[{""name"": ""Percen Feohte"", ""type"": ""static"", ""text"": ""If there are two empty ranks or columns between you and the defending warrior, this weapon deals +1 damage.""}]","{""1A"": ""+3"", ""1B"": null, ""1C"": ""+3"", ""2A"": ""+2"", ""2B"": null, ""2C"": null, ""3A"": null, ""3B"": null, ""3C"": null, ""4A"": null, ""4B"": ""marker"", ""4C"": null}","{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": true, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}","[""grid_marker_anomaly""]","Percen Feohte: If there are two empty ranks or columns between you and the defending warrior, this weapon deals +1 damage. "
s2-024,spreadsheet-2007,Leather Jerkin,armor,unknown,2,,024,Briton,6,,,,,0,,,"The leather Jerkin, a military garment adapted for civilian use, was also known as buff jerkin, as it was made of buff, an oxhide dressed with oil.",Jeremy Jarvis,,clean,"[""Torso""]","[{""name"": ""Tohte Hyd"", ""type"": ""static"", ""text"": ""Your defense roll gains +1 the first time you are attacked each round. Before you make a defense roll, you may discard this card. If you do, your defense roll gains +4.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": true, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Tohte Hyd: Your defense roll gains +1 the first time you are attacked each round. Before you make a defense roll, you may discard this card. If you do, your defense roll gains +4."
s2-025,spreadsheet-2007,Band of Merry Men,special,unknown,2,,025,Briton,3,,,,,0,,,"Brought together by common cause, groups of outlaws and rogues were a common occurence in England during the Middle Ages.",Jeremy Jarvis,,clean,"[""Ally""]","[{""name"": ""Freonden Oder"", ""type"": ""static"", ""text"": ""Before initiative is determined each round, roll one die. If the result is less than four, add that amount to you first attack roll of the round. If the result is four or greater, add that amount to you initiative for the round.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": true, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": true, ""conditional"": true, ""initiative_bonus"": true, ""initiative_penalty"": false, ""initiative_dependant"": true, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Freonden Oder: Before initiative is determined each round, roll one die. If the result is less than four, add that amount to you first attack roll of the round. If the result is four or greater, add that amount to you initiative for the round. "
s2-026,spreadsheet-2007,Guan Yu,warrior,Wood,2,,026,Chinese,,7,3,6,1,0,17,+0 +0 +0 ▲ +1,"Born a commoner, Guan Yu rose by sheer ability to become one of the most revered military figures in Chinese history. He was instrumental in helping his friend Liu Bei, establish the Su Han kingdom in the province of Schuan.",Rob Alexander,"Born a simple peasant farmer, Guan Yu trained as a warrior to protect all he held dear. A chance meeting with Zhang Fei and Liu Bei led to the formation of the Brothers of the Peach Orchard, a trio of vigilantes determined to restore their beloved land to glory by deposing the unjust oppressors of the Chinese people.

Wielding the Guan Dao, a formidable halberd that came to be named after him, Guan Yu will not be stopped in his quest. Guan Yu’s deification as Guan Di is a reminder to all those who oppose him in the Anachronism™ arena that they fight against an unquenchable and unconquerable nobility.",clean,"[""Male""]","[{""name"": ""Shen su"", ""type"": ""static"", ""text"": ""If you hit with two basic attacks in a single turn, you immediately gain +1 speed for the rest of the game.""}]","{""1A"": null, ""1B"": null, ""1C"": null, ""2A"": null, ""2B"": ""+0"", ""2C"": ""+0"", ""3A"": ""+0"", ""3B"": ""marker"", ""3C"": null, ""4A"": null, ""4B"": null, ""4C"": ""+1""}","{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": true, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Shen su: If you hit with two basic attacks in a single turn, you immediately gain +1 speed for the rest of the game."
s2-027,spreadsheet-2007,Guan Di,inspiration,Aether,2,,027,Chinese,7,,,,,0,,,"Patron god of the Chinese martial arts, Guan Di symbolizes justice, loyalty, righteousness and humility, as well as military and fighting prowess.",Rob Alexander,,clean,"[""Deity""]","[{""name"": ""Zhan shi zhi guang"", ""type"": ""reveal"", ""text"": ""Choose either attack or defense. For this Round, your rolls of that type gain +2 and your opponent's rolls of that type gain +1.""}]",null,"{""reveal"": true, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": true, ""defense_penalty"": false, ""attack_bonus"": true, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Zhan shi zhi guang - Reveal: Choose either attack or defense. For this Round, your rolls of that type gain +2 and your opponent's rolls of that type gain +1."
s2-028,spreadsheet-2007,Qing Long Yan Yue Dao,weapon,unknown,2,,028,Chinese,6,,,,2,2,,+0 +2 +1 ▲,"Wielding this Guan Dao, Green Dragon Sable, Guan Yu fought alongside Liu Bei and Zhang Fei during the late Eastern Han Dynasty to found one of the three kingdoms of China.",Rob Alexander,,clean,"[""Polearm""]","[{""name"": ""Pua sui gong ji"", ""type"": ""static"", ""text"": ""After you hit with this weapon, roll two dice. If that total is greater than the defender's experience, discard one of the defender's cavalry or armor support cards.""}]","{""1A"": ""+0"", ""1B"": ""+2"", ""1C"": null, ""2A"": null, ""2B"": null, ""2C"": ""+1"", ""3A"": null, ""3B"": ""marker"", ""3C"": null, ""4A"": null, ""4B"": null, ""4C"": null}","{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": true, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": true, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": true, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Pua sui gong ji: After you hit with this weapon, roll two dice. If that total is greater than the defender's experience, discard one of the defender's cavalry or armor support cards."
s2-029,spreadsheet-2007,Jlang Jun Zhil Kai,armor,unknown,2,,029,Chinese,7,,,,,0,,,"Sturdy and supple, the armor of the elite of China could withstand nearly any blow from a common foot soldier's weapon.",Rob Alexander,,clean,"[""Torso""]","[{""name"": ""Chuan qi zhi kai"", ""type"": ""static"", ""text"": ""At the start of each round, roll two dice. If that total is even, your defense rolls this round gain +2. If you roll doubles, your attack rolls this round gain +1.""}]",null,"{""reveal"": false, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": true, ""defense_penalty"": false, ""attack_bonus"": true, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": false, ""continuous"": false, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Chuan qi zhi kai: At the start of each round, roll two dice. If that total is even, your defense rolls this round gain +2. If you roll doubles, your attack rolls this round gain +1."
s2-030,spreadsheet-2007,Tao Yuan San Jie Yi,special,unknown,2,,030,Chinese,7,,,,,0,,,"Liu Bei, Guan Yu and Zhang Fei, appreciating each other's talents and goals, vowed brotherhood in Zhang Fei's peach orchard, swearing to protect each other unto death.",Rob Alexander,,clean,"[""Ally""]","[{""name"": ""Bai ba ziong di"", ""type"": ""reveal"", ""text"": ""Choose attack roll, defense roll, or speed. Your opponent loses all bonuses of that choosen type from card abilities for this round.""}]",null,"{""reveal"": true, ""action"": false, ""life_gain"": false, ""life_dependant"": false, ""free_move"": false, ""free_attack"": false, ""free_damage"": false, ""allows_re_roll"": false, ""dice_manipulation"": false, ""defense_bonus"": false, ""defense_penalty"": false, ""attack_bonus"": false, ""attack_penalty"": false, ""damage_reduction"": false, ""damage_bonus"": false, ""experience_bonus"": false, ""experience_penalty"": false, ""experience_dependant"": false, ""speed_bonus"": false, ""speed_penalty"": true, ""continuous"": true, ""conditional"": true, ""initiative_bonus"": false, ""initiative_penalty"": false, ""initiative_dependant"": false, ""rivalry"": false, ""create_negate_critical"": false, ""cavalry_dependant"": false, ""triggers_on_ties"": false, ""culture_dependant"": false, ""element_dependant"": false, ""plays_to_arena"": false, ""card_recycle"": false, ""usable_from_discard"": false, ""creates_doubles"": false, ""multiple_weapon_attacks"": false, ""discards"": false, ""prevents_discards"": false, ""multiple_inspirations"": false, ""multiple_weapons"": false, ""multiple_armors"": false, ""multiple_specials"": false}",[],"Bai ba ziong di - Reveal: Choose attack roll, defense roll, or speed. Your opponent loses all bonuses of that choosen type from card abilities for this round."
